Date,Employee ID,Employee Level,In (Login time),Out (Logout time),Total Hours
25-04-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
26-04-2021,D202036,Junior Level,09:15:00,20:27:00,11.2
27-04-2021,D202036,Junior Level,10:44:00,20:46:00,10.03
28-04-2021,D202036,Junior Level,09:20:00,18:45:00,9.42
29-04-2021,D202036,Junior Level,08:33:00,19:39:00,11.1
30-04-2021,D202036,Junior Level,11:52:00,18:30:00,6.63
01-05-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
02-05-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
03-05-2021,D202036,Junior Level,09:47:00,18:07:00,8.33
04-05-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
05-05-2021,D202036,Junior Level,10:06:00,20:59:00,10.88
06-05-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
07-05-2021,D202036,Junior Level,10:19:00,18:29:00,8.17
08-05-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
09-05-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
10-05-2021,D202036,Junior Level,08:10:00,17:18:00,9.13
11-05-2021,D202036,Junior Level,10:59:00,19:14:00,8.25
12-05-2021,D202036,Junior Level,10:00:00,17:40:00,7.67
13-05-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
14-05-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
15-05-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
16-05-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
17-05-2021,D202036,Junior Level,10:32:00,19:40:00,9.13
18-05-2021,D202036,Junior Level,09:25:00,17:54:00,8.48
19-05-2021,D202036,Junior Level,09:27:00,18:23:00,8.93
20-05-2021,D202036,Junior Level,10:34:00,18:04:00,7.5
21-05-2021,D202036,Junior Level,11:32:00,17:42:00,6.17
22-05-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
23-05-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
24-05-2021,D202036,Junior Level,09:57:00,18:51:00,8.9
25-05-2021,D202036,Junior Level,08:28:00,20:04:00,11.6
26-05-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
27-05-2021,D202036,Junior Level,09:08:00,19:31:00,10.38
28-05-2021,D202036,Junior Level,10:34:00,19:17:00,8.72
29-05-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
30-05-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
31-05-2021,D202036,Junior Level,10:40:00,20:23:00,9.72
01-06-2021,D202036,Junior Level,09:47:00,19:41:00,9.9
02-06-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
03-06-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
04-06-2021,D202036,Junior Level,11:43:00,17:56:00,6.22
05-06-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
06-06-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
07-06-2021,D202036,Junior Level,11:59:00,18:03:00,6.07
08-06-2021,D202036,Junior Level,10:53:00,19:39:00,8.77
09-06-2021,D202036,Junior Level,11:59:00,19:55:00,7.93
10-06-2021,D202036,Junior Level,08:50:00,17:11:00,8.35
11-06-2021,D202036,Junior Level,11:47:00,18:08:00,6.35
12-06-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
13-06-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
14-06-2021,D202036,Junior Level,10:02:00,18:29:00,8.45
15-06-2021,D202036,Junior Level,11:02:00,19:06:00,8.07
16-06-2021,D202036,Junior Level,10:45:00,20:33:00,9.8
17-06-2021,D202036,Junior Level,09:19:00,18:54:00,9.58
18-06-2021,D202036,Junior Level,10:34:00,19:17:00,8.72
19-06-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
20-06-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
21-06-2021,D202036,Junior Level,10:09:00,18:13:00,8.07
22-06-2021,D202036,Junior Level,09:53:00,18:15:00,8.37
23-06-2021,D202036,Junior Level,10:38:00,19:53:00,9.25
24-06-2021,D202036,Junior Level,09:07:00,18:48:00,9.68
25-06-2021,D202036,Junior Level,10:16:00,18:36:00,8.33
26-06-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
27-06-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
28-06-2021,D202036,Junior Level,08:41:00,20:07:00,11.43
29-06-2021,D202036,Junior Level,08:20:00,17:15:00,8.92
30-06-2021,D202036,Junior Level,09:19:00,18:06:00,8.78
01-07-2021,D202036,Junior Level,11:39:00,18:04:00,6.42
02-07-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
03-07-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
04-07-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
05-07-2021,D202036,Junior Level,09:06:00,18:07:00,9.02
06-07-2021,D202036,Junior Level,08:22:00,17:05:00,8.72
07-07-2021,D202036,Junior Level,08:10:00,17:56:00,9.77
08-07-2021,D202036,Junior Level,08:06:00,20:21:00,12.25
09-07-2021,D202036,Junior Level,11:48:00,19:38:00,7.83
10-07-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
11-07-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
12-07-2021,D202036,Junior Level,10:05:00,17:49:00,7.73
13-07-2021,D202036,Junior Level,11:58:00,18:05:00,6.12
14-07-2021,D202036,Junior Level,08:44:00,17:17:00,8.55
15-07-2021,D202036,Junior Level,11:26:00,20:59:00,9.55
16-07-2021,D202036,Junior Level,08:42:00,18:06:00,9.4
17-07-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
18-07-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
19-07-2021,D202036,Junior Level,11:04:00,19:13:00,8.15
20-07-2021,D202036,Junior Level,10:23:00,19:25:00,9.03
21-07-2021,D202036,Junior Level,08:44:00,20:00:00,11.27
22-07-2021,D202036,Junior Level,08:43:00,20:59:00,12.27
23-07-2021,D202036,Junior Level,09:58:00,19:55:00,9.95
24-07-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
25-07-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
26-07-2021,D202036,Junior Level,08:10:00,17:16:00,9.1
27-07-2021,D202036,Junior Level,10:37:00,18:29:00,7.87
28-07-2021,D202036,Junior Level,08:08:00,18:51:00,10.72
29-07-2021,D202036,Junior Level,09:41:00,18:53:00,9.2
30-07-2021,D202036,Junior Level,10:53:00,18:30:00,7.62
31-07-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
01-08-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
02-08-2021,D202036,Junior Level,11:04:00,20:11:00,9.12
03-08-2021,D202036,Junior Level,10:15:00,19:50:00,9.58
04-08-2021,D202036,Junior Level,10:08:00,20:29:00,10.35
05-08-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
06-08-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
07-08-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
08-08-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
09-08-2021,D202036,Junior Level,09:02:00,19:22:00,10.33
10-08-2021,D202036,Junior Level,10:12:00,17:58:00,7.77
11-08-2021,D202036,Junior Level,11:58:00,18:10:00,6.2
12-08-2021,D202036,Junior Level,09:19:00,20:59:00,11.67
13-08-2021,D202036,Junior Level,11:45:00,19:03:00,7.3
14-08-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
15-08-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
16-08-2021,D202036,Junior Level,10:37:00,17:20:00,6.72
17-08-2021,D202036,Junior Level,10:37:00,18:55:00,8.3
18-08-2021,D202036,Junior Level,09:35:00,19:40:00,10.08
19-08-2021,D202036,Junior Level,10:00:00,17:32:00,7.53
20-08-2021,D202036,Junior Level,11:27:00,18:44:00,7.28
21-08-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
22-08-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
23-08-2021,D202036,Junior Level,08:20:00,18:49:00,10.48
24-08-2021,D202036,Junior Level,11:22:00,19:44:00,8.37
25-08-2021,D202036,Junior Level,08:04:00,17:32:00,9.47
26-08-2021,D202036,Junior Level,11:09:00,18:21:00,7.2
27-08-2021,D202036,Junior Level,08:12:00,19:35:00,11.38
28-08-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
29-08-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
30-08-2021,D202036,Junior Level,11:05:00,18:13:00,7.13
31-08-2021,D202036,Junior Level,11:44:00,17:20:00,5.6
01-09-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
02-09-2021,D202036,Junior Level,09:17:00,17:24:00,8.12
03-09-2021,D202036,Junior Level,09:08:00,17:42:00,8.57
04-09-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
05-09-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
06-09-2021,D202036,Junior Level,09:02:00,18:17:00,9.25
07-09-2021,D202036,Junior Level,08:40:00,17:29:00,8.82
08-09-2021,D202036,Junior Level,09:38:00,19:45:00,10.12
09-09-2021,D202036,Junior Level,08:35:00,19:56:00,11.35
10-09-2021,D202036,Junior Level,11:30:00,17:04:00,5.57
11-09-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
12-09-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
13-09-2021,D202036,Junior Level,10:41:00,17:08:00,6.45
14-09-2021,D202036,Junior Level,09:20:00,17:30:00,8.17
15-09-2021,D202036,Junior Level,10:49:00,17:26:00,6.62
16-09-2021,D202036,Junior Level,10:21:00,18:28:00,8.12
17-09-2021,D202036,Junior Level,09:22:00,17:36:00,8.23
18-09-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
19-09-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
20-09-2021,D202036,Junior Level,10:49:00,17:04:00,6.25
21-09-2021,D202036,Junior Level,08:15:00,19:16:00,11.02
22-09-2021,D202036,Junior Level,09:51:00,19:15:00,9.4
23-09-2021,D202036,Junior Level,11:51:00,20:51:00,9
24-09-2021,D202036,Junior Level,08:26:00,17:18:00,8.87
25-09-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
26-09-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
27-09-2021,D202036,Junior Level,10:28:00,20:42:00,10.23
28-09-2021,D202036,Junior Level,10:45:00,18:29:00,7.73
29-09-2021,D202036,Junior Level,08:07:00,19:18:00,11.18
30-09-2021,D202036,Junior Level,09:23:00,17:18:00,7.92
01-10-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
02-10-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
03-10-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
04-10-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
05-10-2021,D202036,Junior Level,09:55:00,20:30:00,10.58
06-10-2021,D202036,Junior Level,11:40:00,19:52:00,8.2
07-10-2021,D202036,Junior Level,11:16:00,18:57:00,7.68
08-10-2021,D202036,Junior Level,09:36:00,17:57:00,8.35
09-10-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
10-10-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
11-10-2021,D202036,Junior Level,08:35:00,18:00:00,9.42
12-10-2021,D202036,Junior Level,11:15:00,19:43:00,8.47
13-10-2021,D202036,Junior Level,10:46:00,17:25:00,6.65
14-10-2021,D202036,Junior Level,08:55:00,20:53:00,11.97
15-10-2021,D202036,Junior Level,10:38:00,19:36:00,8.97
16-10-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
17-10-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
18-10-2021,D202036,Junior Level,11:11:00,19:40:00,8.48
19-10-2021,D202036,Junior Level,08:28:00,19:34:00,11.1
20-10-2021,D202036,Junior Level,11:24:00,18:59:00,7.58
21-10-2021,D202036,Junior Level,11:13:00,17:52:00,6.65
22-10-2021,D202036,Junior Level,10:41:00,17:06:00,6.42
23-10-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
24-10-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
25-10-2021,D202036,Junior Level,10:32:00,20:20:00,9.8
26-10-2021,D202036,Junior Level,08:45:00,19:01:00,10.27
27-10-2021,D202036,Junior Level,08:38:00,20:37:00,11.98
28-10-2021,D202036,Junior Level,11:09:00,18:29:00,7.33
29-10-2021,D202036,Junior Level,08:23:00,19:33:00,11.17
30-10-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
31-10-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
01-11-2021,D202036,Junior Level,09:01:00,17:52:00,8.85
02-11-2021,D202036,Junior Level,11:32:00,19:30:00,7.97
03-11-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
04-11-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
05-11-2021,D202036,Junior Level,09:04:00,18:56:00,9.87
06-11-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
07-11-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
08-11-2021,D202036,Junior Level,10:13:00,17:52:00,7.65
09-11-2021,D202036,Junior Level,11:50:00,18:38:00,6.8
10-11-2021,D202036,Junior Level,08:54:00,18:53:00,9.98
11-11-2021,D202036,Junior Level,08:58:00,20:58:00,12
12-11-2021,D202036,Junior Level,08:02:00,17:49:00,9.78
13-11-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
14-11-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
15-11-2021,D202036,Junior Level,09:41:00,20:25:00,10.73
16-11-2021,D202036,Junior Level,11:54:00,17:17:00,5.38
17-11-2021,D202036,Junior Level,09:20:00,17:42:00,8.37
18-11-2021,D202036,Junior Level,09:38:00,20:46:00,11.13
19-11-2021,D202036,Junior Level,09:52:00,19:15:00,9.38
20-11-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
21-11-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
22-11-2021,D202036,Junior Level,10:29:00,17:42:00,7.22
23-11-2021,D202036,Junior Level,11:11:00,20:27:00,9.27
24-11-2021,D202036,Junior Level,08:52:00,19:52:00,11
25-11-2021,D202036,Junior Level,10:57:00,20:51:00,9.9
26-11-2021,D202036,Junior Level,10:33:00,18:58:00,8.42
27-11-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
28-11-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
29-11-2021,D202036,Junior Level,09:21:00,18:43:00,9.37
30-11-2021,D202036,Junior Level,08:04:00,18:15:00,10.18
01-12-2021,D202036,Junior Level,10:49:00,18:29:00,7.67
02-12-2021,D202036,Junior Level,11:41:00,20:29:00,8.8
03-12-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
04-12-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
05-12-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
06-12-2021,D202036,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
01-01-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
02-01-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
03-01-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
04-01-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
05-01-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
06-01-2020,D202037,Junior Level,09:12:00,19:47:00,10.58
07-01-2020,D202037,Junior Level,09:17:00,17:26:00,8.15
08-01-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
09-01-2020,D202037,Junior Level,10:36:00,18:41:00,8.08
10-01-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
11-01-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
12-01-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
13-01-2020,D202037,Junior Level,09:25:00,18:27:00,9.03
14-01-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
15-01-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
16-01-2020,D202037,Junior Level,09:34:00,19:19:00,9.75
17-01-2020,D202037,Junior Level,09:20:00,18:34:00,9.23
18-01-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
19-01-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
20-01-2020,D202037,Junior Level,09:23:00,19:08:00,9.75
21-01-2020,D202037,Junior Level,10:53:00,20:06:00,9.22
22-01-2020,D202037,Junior Level,08:52:00,20:42:00,11.83
23-01-2020,D202037,Junior Level,10:54:00,20:06:00,9.2
24-01-2020,D202037,Junior Level,10:59:00,20:03:00,9.07
25-01-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
26-01-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
27-01-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
28-01-2020,D202037,Junior Level,11:28:00,18:01:00,6.55
29-01-2020,D202037,Junior Level,08:17:00,20:45:00,12.47
30-01-2020,D202037,Junior Level,09:34:00,19:11:00,9.62
31-01-2020,D202037,Junior Level,08:47:00,20:16:00,11.48
01-02-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
02-02-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
03-02-2020,D202037,Junior Level,08:10:00,20:46:00,12.6
04-02-2020,D202037,Junior Level,11:20:00,19:49:00,8.48
05-02-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
06-02-2020,D202037,Junior Level,10:31:00,19:34:00,9.05
07-02-2020,D202037,Junior Level,10:40:00,19:05:00,8.42
08-02-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
09-02-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
10-02-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
11-02-2020,D202037,Junior Level,10:06:00,17:23:00,7.28
12-02-2020,D202037,Junior Level,11:33:00,18:19:00,6.77
13-02-2020,D202037,Junior Level,10:28:00,17:46:00,7.3
14-02-2020,D202037,Junior Level,11:17:00,18:48:00,7.52
15-02-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
16-02-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
17-02-2020,D202037,Junior Level,08:37:00,18:02:00,9.42
18-02-2020,D202037,Junior Level,11:38:00,17:20:00,5.7
19-02-2020,D202037,Junior Level,10:01:00,18:22:00,8.35
20-02-2020,D202037,Junior Level,10:08:00,17:18:00,7.17
21-02-2020,D202037,Junior Level,11:38:00,19:32:00,7.9
22-02-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
23-02-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
24-02-2020,D202037,Junior Level,11:27:00,20:42:00,9.25
25-02-2020,D202037,Junior Level,09:49:00,17:40:00,7.85
26-02-2020,D202037,Junior Level,08:53:00,17:03:00,8.17
27-02-2020,D202037,Junior Level,09:23:00,17:01:00,7.63
28-02-2020,D202037,Junior Level,11:54:00,18:35:00,6.68
29-02-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
01-03-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
02-03-2020,D202037,Junior Level,09:06:00,20:26:00,11.33
03-03-2020,D202037,Junior Level,08:09:00,17:17:00,9.13
04-03-2020,D202037,Junior Level,08:43:00,20:45:00,12.03
05-03-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
06-03-2020,D202037,Junior Level,11:50:00,19:56:00,8.1
07-03-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
08-03-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
09-03-2020,D202037,Junior Level,11:53:00,17:01:00,5.13
10-03-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
11-03-2020,D202037,Junior Level,09:58:00,17:50:00,7.87
12-03-2020,D202037,Junior Level,10:06:00,18:13:00,8.12
13-03-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
14-03-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
15-03-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
16-03-2020,D202037,Junior Level,09:55:00,17:49:00,7.9
17-03-2020,D202037,Junior Level,09:28:00,17:36:00,8.13
18-03-2020,D202037,Junior Level,11:57:00,20:56:00,8.98
19-03-2020,D202037,Junior Level,08:23:00,19:15:00,10.87
20-03-2020,D202037,Junior Level,11:35:00,20:52:00,9.28
21-03-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
22-03-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
23-03-2020,D202037,Junior Level,08:07:00,18:01:00,9.9
24-03-2020,D202037,Junior Level,10:27:00,20:42:00,10.25
25-03-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
26-03-2020,D202037,Junior Level,11:30:00,20:33:00,9.05
27-03-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
28-03-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
29-03-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
30-03-2020,D202037,Junior Level,11:51:00,20:04:00,8.22
31-03-2020,D202037,Junior Level,08:11:00,20:41:00,12.5
01-04-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
02-04-2020,D202037,Junior Level,08:07:00,17:54:00,9.78
03-04-2020,D202037,Junior Level,09:45:00,18:46:00,9.02
04-04-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
05-04-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
06-04-2020,D202037,Junior Level,11:00:00,18:18:00,7.3
07-04-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
08-04-2020,D202037,Junior Level,09:53:00,18:46:00,8.88
09-04-2020,D202037,Junior Level,10:19:00,19:18:00,8.98
10-04-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
11-04-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
12-04-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
13-04-2020,D202037,Junior Level,09:13:00,18:45:00,9.53
14-04-2020,D202037,Junior Level,10:43:00,18:16:00,7.55
15-04-2020,D202037,Junior Level,11:22:00,17:08:00,5.77
16-04-2020,D202037,Junior Level,11:40:00,18:11:00,6.52
17-04-2020,D202037,Junior Level,10:32:00,20:59:00,10.45
18-04-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
19-04-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
20-04-2020,D202037,Junior Level,08:55:00,20:26:00,11.52
21-04-2020,D202037,Junior Level,10:42:00,20:05:00,9.38
22-04-2020,D202037,Junior Level,08:23:00,18:48:00,10.42
23-04-2020,D202037,Junior Level,11:02:00,17:48:00,6.77
24-04-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
25-04-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
26-04-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
27-04-2020,D202037,Junior Level,09:52:00,19:04:00,9.2
28-04-2020,D202037,Junior Level,09:42:00,20:58:00,11.27
29-04-2020,D202037,Junior Level,08:05:00,20:42:00,12.62
30-04-2020,D202037,Junior Level,08:12:00,17:10:00,8.97
01-05-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
02-05-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
03-05-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
04-05-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
05-05-2020,D202037,Junior Level,08:59:00,18:17:00,9.3
06-05-2020,D202037,Junior Level,10:50:00,20:55:00,10.08
07-05-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
08-05-2020,D202037,Junior Level,10:25:00,20:52:00,10.45
09-05-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
10-05-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
11-05-2020,D202037,Junior Level,08:40:00,17:35:00,8.92
12-05-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
13-05-2020,D202037,Junior Level,11:53:00,20:49:00,8.93
14-05-2020,D202037,Junior Level,11:59:00,19:59:00,8
15-05-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
16-05-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
17-05-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
18-05-2020,D202037,Junior Level,11:22:00,20:49:00,9.45
19-05-2020,D202037,Junior Level,09:59:00,19:51:00,9.87
20-05-2020,D202037,Junior Level,08:52:00,19:00:00,10.13
21-05-2020,D202037,Junior Level,09:00:00,17:47:00,8.78
22-05-2020,D202037,Junior Level,10:06:00,19:34:00,9.47
23-05-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
24-05-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
25-05-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
26-05-2020,D202037,Junior Level,11:09:00,18:16:00,7.12
27-05-2020,D202037,Junior Level,09:22:00,19:48:00,10.43
28-05-2020,D202037,Junior Level,09:43:00,20:24:00,10.68
29-05-2020,D202037,Junior Level,09:31:00,19:30:00,9.98
30-05-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
31-05-2020,D202037,Junior Level,Public Holiday/Weekend,Public Holiday/Weekend,
01-06-2020,D202037,Junior Level,09:53:00,20:03:00,10.17
02-06-2020,D202037,Junior Level,09:06:00,18:26:00,9.33
03-06-2020,D202037,Junior Level,08:10:00,18:58:00,10.8
04-06-2020,D202037,Junior Level,08:24:00,20:48:00,12.4
